date,user_id,user_persona,screen_time,sleep_hours,activity_type,activity_hours,peak_time,app,expense,category,mood,productivity_score,day_type
2026-02-25,4,weekend_warrior,10.2,4.1,rest,1.7,2 AM,Netflix,1285,Shopping,Neutral,5,Weekday
2026-02-26,4,weekend_warrior,11.9,3.9,rest,2.2,11 PM,Instagram,2412,Shopping,Stressed,2,Weekday
2026-02-27,4,weekend_warrior,13.5,5.0,social,1.9,2 AM,Instagram,2453,Food,Stressed,2,Weekday
2026-02-28,4,weekend_warrior,13.3,4.3,rest,3.1,12 AM,Spotify,4799,Shopping,Stressed,1,Weekend
2026-03-01,4,weekend_warrior,12.4,5.1,social,2.9,1 AM,Netflix,12764,Bills,Stressed,1,Weekend
2026-03-02,4,weekend_warrior,6.8,5.0,exercise,0.5,9 PM,Spotify,559,Food,Neutral,6,Weekday
2026-03-03,4,weekend_warrior,5.2,6.1,exercise,1.0,9 PM,Instagram,887,Food,Neutral,3,Weekday
2026-03-04,4,weekend_warrior,6.3,5.8,exercise,1.7,9 PM,Instagram,871,Food,Neutral,6,Weekday
2026-03-05,4,weekend_warrior,6.1,6.0,exercise,1.0,8 PM,Netflix,561,Travel,Neutral,6,Weekday
2026-03-06,4,weekend_warrior,5.2,5.6,exercise,0.6,11 PM,Instagram,685,Entertainment,Neutral,5,Weekday
2026-03-07,4,weekend_warrior,11.2,4.8,rest,3.2,12 AM,Instagram,3315,Shopping,Stressed,3,Weekend
2026-03-08,4,weekend_warrior,7.9,4.9,rest,1.5,11 PM,WhatsApp,3177,Travel,Stressed,2,Weekend
2026-03-09,4,weekend_warrior,6.3,4.8,rest,3.3,10 PM,Instagram,641,Food,Stressed,1,Weekday
2026-03-10,4,weekend_warrior,5.7,5.5,exercise,0.7,9 PM,Instagram,864,Shopping,Happy,5,Weekday
2026-03-11,4,weekend_warrior,6.3,5.4,exercise,1.3,10 PM,Instagram,3043,Food,Neutral,3,Weekday
2026-03-12,4,weekend_warrior,6.5,6.1,study,1.9,9 PM,Instagram,924,Travel,Stressed,3,Weekday
2026-03-13,4,weekend_warrior,5.2,6.3,study,0.6,11 PM,Spotify,642,Entertainment,Happy,5,Weekday
2026-03-14,4,weekend_warrior,7.7,5.8,exercise,1.2,9 PM,Netflix,4244,Shopping,Happy,2,Weekend
2026-03-15,4,weekend_warrior,7.6,6.5,exercise,1.1,9 PM,Spotify,3982,Food,Happy,5,Weekend
2026-03-16,4,weekend_warrior,3.0,7.6,exercise,1.3,8 PM,Spotify,116,Health,Neutral,5,Weekday
2026-03-17,4,weekend_warrior,2.3,7.2,exercise,0.6,8 PM,Spotify,323,Health,Neutral,3,Weekday
2026-03-18,4,weekend_warrior,1.8,6.6,work,7.3,9 PM,Instagram,267,Education,Happy,10,Weekday
2026-03-19,4,weekend_warrior,3.4,7.6,study,3.0,8 PM,Instagram,290,Food,Happy,7,Weekday
2026-03-20,4,weekend_warrior,1.8,6.5,exercise,0.7,8 PM,WhatsApp,160,Food,Happy,9,Weekday
2026-03-21,4,weekend_warrior,2.4,7.5,exercise,0.9,8 PM,Instagram,352,Food,Happy,8,Weekend
2026-03-22,4,weekend_warrior,3.1,7.7,study,4.5,9 PM,Spotify,312,Health,Happy,8,Weekend
2026-03-23,4,weekend_warrior,1.8,7.7,study,3.3,8 PM,WhatsApp,367,Health,Neutral,4,Weekday
2026-03-24,4,weekend_warrior,1.8,6.4,work,8.0,9 PM,Instagram,265,Education,Neutral,3,Weekday
2026-03-25,4,weekend_warrior,6.1,6.2,study,2.4,10 PM,Instagram,595,Shopping,Happy,2,Weekday
2026-03-26,4,weekend_warrior,5.5,6.3,exercise,1.0,9 PM,WhatsApp,504,Shopping,Stressed,2,Weekday
2026-03-27,4,weekend_warrior,5.1,5.8,work,5.4,10 PM,WhatsApp,551,Food,Happy,4,Weekday
2026-03-28,4,weekend_warrior,11.8,3.8,social,4.4,1 AM,WhatsApp,3054,Shopping,Stressed,2,Weekend
2026-03-29,4,weekend_warrior,9.3,4.7,exercise,1.2,12 AM,Spotify,5208,Travel,Neutral,4,Weekend
2025-10-01,5,anxious_overthinker,6.8,5.9,work,7.4,11 PM,Chrome,4935,Shopping,Neutral,3,Weekday
2025-10-02,5,anxious_overthinker,7.1,4.8,work,2.7,12 AM,Instagram,1565,Health,Neutral,5,Weekday
2025-10-03,5,anxious_overthinker,7.3,4.4,rest,3.2,11 PM,WhatsApp,1309,Food,Stressed,2,Weekday
2025-10-04,5,anxious_overthinker,6.9,4.3,rest,2.3,11 PM,Instagram,2977,Health,Stressed,1,Weekend
2025-10-05,5,anxious_overthinker,9.6,4.9,rest,3.5,2 AM,YouTube,3145,Health,Neutral,5,Weekend
2025-10-06,5,anxious_overthinker,8.1,3.8,rest,1.6,12 AM,Chrome,1766,Food,Stressed,2,Weekday
2025-10-07,5,anxious_overthinker,7.2,5.4,rest,1.3,9 PM,YouTube,1982,Food,Stressed,2,Weekday
2025-10-08,5,anxious_overthinker,6.6,4.9,rest,1.6,12 AM,YouTube,1119,Food,Stressed,3,Weekday
2025-10-09,5,anxious_overthinker,6.3,4.5,work,4.4,10 PM,WhatsApp,765,Shopping,Stressed,2,Weekday
2025-10-10,5,anxious_overthinker,5.3,4.8,work,2.5,12 AM,YouTube,1091,Shopping,Stressed,1,Weekday
2025-10-11,5,anxious_overthinker,6.6,4.1,rest,1.2,11 PM,Chrome,2298,Entertainment,Stressed,1,Weekend
2025-10-12,5,anxious_overthinker,7.9,5.4,exercise,1.4,10 PM,WhatsApp,2949,Shopping,Stressed,1,Weekend
2025-10-13,5,anxious_overthinker,5.1,5.4,rest,1.7,10 PM,WhatsApp,950,Food,Neutral,4,Weekday
2025-10-14,5,anxious_overthinker,6.7,5.4,work,2.6,12 AM,YouTube,1399,Food,Stressed,4,Weekday
2025-10-15,5,anxious_overthinker,11.7,5.2,rest,2.4,1 AM,WhatsApp,2856,Entertainment,Neutral,3,Weekday
2025-10-16,5,anxious_overthinker,11.7,5.0,rest,2.8,12 AM,YouTube,3114,Shopping,Neutral,4,Weekday
2025-10-17,5,anxious_overthinker,11.5,4.3,rest,2.1,11 PM,YouTube,1594,Entertainment,Stressed,2,Weekday
2025-10-18,5,anxious_overthinker,10.6,3.9,social,3.0,12 AM,WhatsApp,3341,Shopping,Neutral,3,Weekend
2025-10-19,5,anxious_overthinker,11.5,4.3,social,3.8,12 AM,WhatsApp,4930,Food,Stressed,1,Weekend
2025-10-20,5,anxious_overthinker,12.7,3.9,rest,3.2,1 AM,WhatsApp,2870,Food,Stressed,3,Weekday
2025-10-21,5,anxious_overthinker,11.2,4.5,rest,3.3,1 AM,WhatsApp,2110,Shopping,Stressed,1,Weekday
2025-10-22,5,anxious_overthinker,11.0,5.0,social,1.9,12 AM,WhatsApp,1335,Shopping,Neutral,3,Weekday
2025-10-23,5,anxious_overthinker,12.9,4.4,rest,2.1,1 AM,YouTube,1357,Shopping,Stressed,3,Weekday
2025-10-24,5,anxious_overthinker,6.1,4.2,rest,1.9,10 PM,Chrome,1162,Food,Stressed,1,Weekday
2025-10-25,5,anxious_overthinker,8.9,5.9,exercise,1.7,11 PM,Instagram,1755,Entertainment,Happy,4,Weekend
2025-10-26,5,anxious_overthinker,6.6,5.1,exercise,1.3,12 AM,WhatsApp,2058,Entertainment,Happy,5,Weekend
2025-10-27,5,anxious_overthinker,6.2,4.3,work,4.7,11 PM,Chrome,1588,Food,Neutral,4,Weekday
2025-10-28,5,anxious_overthinker,6.8,4.5,rest,1.7,10 PM,WhatsApp,3500,Shopping,Stressed,2,Weekday
2025-10-29,5,anxious_overthinker,5.9,4.6,work,3.3,9 PM,YouTube,1740,Health,Stressed,3,Weekday
2025-10-30,5,anxious_overthinker,6.9,6.0,rest,1.3,10 PM,YouTube,1756,Entertainment,Stressed,5,Weekday
2025-10-31,5,anxious_overthinker,6.0,4.7,exercise,1.2,10 PM,Chrome,1046,Food,Stressed,1,Weekday
2025-11-01,5,anxious_overthinker,9.2,5.2,rest,1.1,1 AM,YouTube,5798,Bills,Neutral,3,Weekend
2025-11-02,5,anxious_overthinker,9.4,5.2,rest,2.4,11 PM,WhatsApp,2785,Health,Neutral,4,Weekend
2025-11-03,5,anxious_overthinker,7.6,5.2,rest,2.4,11 PM,Chrome,1069,Health,Neutral,6,Weekday
2025-11-04,5,anxious_overthinker,7.9,4.0,rest,2.9,10 PM,WhatsApp,1534,Food,Stressed,2,Weekday
2025-11-05,5,anxious_overthinker,6.6,4.7,rest,1.7,9 PM,Instagram,1447,Health,Stressed,3,Weekday
2025-11-06,5,anxious_overthinker,7.2,5.6,rest,3.1,9 PM,WhatsApp,1849,Entertainment,Neutral,5,Weekday
2025-11-07,5,anxious_overthinker,5.2,4.9,rest,1.1,11 PM,Chrome,666,Shopping,Stressed,2,Weekday
2025-11-08,5,anxious_overthinker,2.0,7.6,exercise,1.2,9 PM,WhatsApp,351,Food,Happy,10,Weekend
2025-11-09,5,anxious_overthinker,2.0,7.7,exercise,1.2,10 PM,Chrome,369,Food,Neutral,5,Weekend
2025-11-10,5,anxious_overthinker,2.8,7.7,exercise,1.1,9 PM,YouTube,236,Health,Happy,9,Weekday
2025-11-11,5,anxious_overthinker,2.4,7.2,work,8.5,9 PM,Instagram,121,Education,Neutral,6,Weekday
2025-11-12,5,anxious_overthinker,3.4,7.5,exercise,0.8,9 PM,WhatsApp,267,Education,Happy,9,Weekday
2025-11-13,5,anxious_overthinker,3.4,7.3,exercise,0.5,10 PM,Chrome,238,Education,Neutral,4,Weekday
2025-11-14,5,anxious_overthinker,3.2,6.5,work,7.6,10 PM,WhatsApp,319,Education,Neutral,6,Weekday
2025-11-15,5,anxious_overthinker,2.6,7.0,exercise,0.6,9 PM,Instagram,298,Education,Happy,9,Weekend
2025-11-16,5,anxious_overthinker,2.7,7.7,study,2.8,9 PM,Instagram,200,Health,Neutral,3,Weekend
2025-11-17,5,anxious_overthinker,6.6,5.4,rest,2.2,11 PM,Chrome,1717,Entertainment,Stressed,4,Weekday
2025-11-18,5,anxious_overthinker,7.3,5.0,social,1.9,10 PM,Instagram,1302,Health,Neutral,5,Weekday
2025-11-19,5,anxious_overthinker,6.4,5.9,social,4.3,11 PM,Instagram,1733,Shopping,Happy,4,Weekday
2025-11-20,5,anxious_overthinker,8.4,5.4,rest,1.1,11 PM,Instagram,1019,Food,Happy,3,Weekday
2025-11-21,5,anxious_overthinker,7.9,4.4,rest,1.6,9 PM,WhatsApp,1860,Entertainment,Stressed,1,Weekday
2025-11-22,5,anxious_overthinker,6.7,5.8,rest,3.5,11 PM,Instagram,3076,Shopping,Neutral,3,Weekend
2025-11-23,5,anxious_overthinker,7.0,4.4,work,4.4,11 PM,YouTube,2659,Health,Stressed,2,Weekend
2025-11-24,5,anxious_overthinker,8.1,4.0,work,3.3,12 AM,WhatsApp,1804,Health,Stressed,1,Weekday
2025-11-25,5,anxious_overthinker,6.9,4.2,rest,1.0,12 AM,Chrome,1573,Shopping,Stressed,2,Weekday
2025-11-26,5,anxious_overthinker,7.7,4.7,exercise,1.2,11 PM,YouTube,1240,Shopping,Stressed,2,Weekday
2025-11-27,5,anxious_overthinker,8.1,4.3,rest,1.2,11 PM,WhatsApp,2018,Health,Stressed,1,Weekday
2025-11-28,5,anxious_overthinker,8.2,5.3,rest,1.9,11 PM,WhatsApp,1125,Food,Stressed,2,Weekday
2025-11-29,5,anxious_overthinker,8.1,4.6,rest,2.7,10 PM,Chrome,2757,Health,Stressed,2,Weekend
2025-11-30,5,anxious_overthinker,7.8,5.4,rest,2.5,11 PM,YouTube,2007,Entertainment,Happy,2,Weekend
2025-12-01,5,anxious_overthinker,6.5,4.5,rest,1.4,11 PM,WhatsApp,6109,Shopping,Stressed,2,Weekday
2025-12-02,5,anxious_overthinker,6.8,5.3,rest,2.0,11 PM,Chrome,875,Food,Stressed,2,Weekday
2025-12-03,5,anxious_overthinker,7.9,3.9,rest,2.5,11 PM,WhatsApp,2061,Shopping,Stressed,1,Weekday
2025-12-04,5,anxious_overthinker,6.5,4.8,exercise,0.5,11 PM,WhatsApp,3538,Health,Stressed,3,Weekday
2025-12-05,5,anxious_overthinker,8.2,4.9,rest,2.2,12 AM,Instagram,1451,Health,Neutral,6,Weekday
2025-12-06,5,anxious_overthinker,8.8,3.8,rest,1.4,11 PM,Instagram,2502,Shopping,Stressed,2,Weekend
2025-12-07,5,anxious_overthinker,7.1,4.4,rest,1.8,12 AM,WhatsApp,1853,Food,Stressed,3,Weekend
2025-12-08,5,anxious_overthinker,7.8,3.8,rest,3.4,11 PM,YouTube,1634,Shopping,Stressed,1,Weekday
2025-12-09,5,anxious_overthinker,6.4,5.2,rest,2.2,9 PM,WhatsApp,1204,Entertainment,Stressed,1,Weekday
2025-12-10,5,anxious_overthinker,6.2,5.4,rest,1.7,12 AM,WhatsApp,686,Food,Neutral,6,Weekday
2025-12-11,5,anxious_overthinker,7.1,3.9,rest,3.4,9 PM,YouTube,1332,Food,Stressed,1,Weekday
2025-12-12,5,anxious_overthinker,5.3,5.1,social,2.5,12 AM,YouTube,1861,Food,Stressed,3,Weekday
2025-12-13,5,anxious_overthinker,7.9,4.2,rest,1.5,11 PM,WhatsApp,2060,Health,Stressed,3,Weekend
2025-12-14,5,anxious_overthinker,7.0,4.0,rest,1.2,10 PM,YouTube,2676,Food,Neutral,3,Weekend
2025-12-15,5,anxious_overthinker,5.9,5.4,rest,1.1,9 PM,YouTube,1360,Food,Stressed,2,Weekday
2025-12-16,5,anxious_overthinker,6.2,5.6,exercise,1.5,11 PM,WhatsApp,1131,Food,Stressed,4,Weekday
2025-12-17,5,anxious_overthinker,7.4,5.0,rest,3.4,11 PM,Instagram,1284,Food,Neutral,5,Weekday
2025-12-18,5,anxious_overthinker,13.0,5.1,rest,2.6,12 AM,Instagram,1665,Shopping,Neutral,4,Weekday
2025-12-19,5,anxious_overthinker,13.2,5.0,rest,3.4,2 AM,Instagram,2936,Food,Stressed,1,Weekday
2025-12-20,5,anxious_overthinker,13.1,4.7,rest,1.3,1 AM,Instagram,4471,Entertainment,Stressed,2,Weekend
2025-12-21,5,anxious_overthinker,11.5,4.6,rest,1.8,12 AM,Instagram,3926,Entertainment,Stressed,3,Weekend
2025-12-22,5,anxious_overthinker,9.8,4.1,rest,1.7,12 AM,Chrome,2528,Entertainment,Neutral,4,Weekday
2025-12-23,5,anxious_overthinker,11.1,4.4,rest,2.0,12 AM,Instagram,2479,Food,Stressed,1,Weekday
2025-12-24,5,anxious_overthinker,12.4,4.2,rest,2.6,2 AM,YouTube,1742,Food,Stressed,1,Weekday
2025-12-25,5,anxious_overthinker,13.0,4.5,rest,3.1,11 PM,YouTube,1464,Shopping,Neutral,3,Weekday
2025-12-26,5,anxious_overthinker,12.9,4.2,rest,2.9,12 AM,Instagram,2531,Shopping,Neutral,6,Weekday
2025-12-27,5,anxious_overthinker,12.8,5.0,rest,1.4,2 AM,WhatsApp,2850,Entertainment,Stressed,2,Weekend
2025-12-28,5,anxious_overthinker,7.5,5.0,rest,3.3,10 PM,Chrome,3388,Food,Stressed,3,Weekend
2025-12-29,5,anxious_overthinker,6.7,5.4,work,4.3,9 PM,YouTube,1580,Health,Stressed,2,Weekday
2025-12-30,5,anxious_overthinker,5.9,5.0,rest,1.1,12 AM,YouTube,1171,Food,Stressed,4,Weekday
2025-12-31,5,anxious_overthinker,8.3,4.3,exercise,1.4,11 PM,YouTube,1307,Food,Stressed,3,Weekday
2026-01-01,5,anxious_overthinker,5.9,4.9,rest,1.8,11 PM,WhatsApp,3478,Shopping,Neutral,5,Weekday
2026-01-02,5,anxious_overthinker,8.1,3.9,rest,2.8,12 AM,WhatsApp,2375,Shopping,Stressed,1,Weekday
2026-01-03,5,anxious_overthinker,7.5,5.0,rest,2.6,11 PM,Chrome,2730,Food,Stressed,3,Weekend
2026-01-04,5,anxious_overthinker,6.9,4.8,rest,3.4,11 PM,WhatsApp,1392,Health,Happy,4,Weekend
2026-01-05,5,anxious_overthinker,7.5,4.6,rest,3.1,11 PM,WhatsApp,1454,Health,Stressed,3,Weekday
2026-01-06,5,anxious_overthinker,7.5,5.3,rest,3.4,12 AM,WhatsApp,2368,Food,Stressed,1,Weekday
2026-01-07,5,anxious_overthinker,7.5,3.6,rest,2.1,12 AM,Instagram,1419,Entertainment,Stressed,3,Weekday
2026-01-08,5,anxious_overthinker,6.7,4.7,rest,1.3,12 AM,Chrome,1410,Entertainment,Stressed,2,Weekday
2026-01-09,5,anxious_overthinker,8.0,4.8,work,3.1,12 AM,YouTube,1364,Food,Stressed,1,Weekday
2026-01-10,5,anxious_overthinker,8.4,3.9,rest,1.0,10 PM,YouTube,2785,Food,Stressed,1,Weekend
2026-01-11,5,anxious_overthinker,2.5,6.3,exercise,1.8,10 PM,WhatsApp,391,Education,Stressed,4,Weekend
2026-01-12,5,anxious_overthinker,3.2,6.8,study,2.6,9 PM,Instagram,402,Health,Happy,10,Weekday
2026-01-13,5,anxious_overthinker,2.3,7.6,work,7.3,10 PM,Instagram,146,Health,Happy,9,Weekday
2026-01-14,5,anxious_overthinker,3.1,6.8,study,1.8,9 PM,WhatsApp,224,Health,Happy,10,Weekday
2026-01-15,5,anxious_overthinker,3.0,6.9,exercise,1.4,9 PM,YouTube,371,Food,Happy,7,Weekday
2026-01-16,5,anxious_overthinker,2.9,6.9,exercise,0.6,10 PM,Instagram,276,Food,Neutral,5,Weekday
2026-01-17,5,anxious_overthinker,1.8,6.4,exercise,0.8,9 PM,Chrome,392,Health,Happy,9,Weekend
2026-01-18,5,anxious_overthinker,3.0,6.9,work,7.4,9 PM,WhatsApp,385,Health,Neutral,5,Weekend
2026-01-19,5,anxious_overthinker,3.4,7.3,exercise,0.8,9 PM,YouTube,340,Food,Happy,7,Weekday
2026-01-20,5,anxious_overthinker,6.8,5.6,exercise,1.1,10 PM,Instagram,1570,Entertainment,Neutral,6,Weekday
2026-01-21,5,anxious_overthinker,6.8,5.3,work,2.4,9 PM,YouTube,1312,Food,Stressed,5,Weekday
2026-01-22,5,anxious_overthinker,6.3,5.3,social,4.3,10 PM,WhatsApp,3889,Food,Stressed,2,Weekday
2026-01-23,5,anxious_overthinker,7.1,4.9,exercise,1.3,11 PM,Instagram,1618,Entertainment,Stressed,3,Weekday
2026-01-24,5,anxious_overthinker,8.4,4.5,work,2.5,10 PM,YouTube,3429,Food,Stressed,3,Weekend
2026-01-25,5,anxious_overthinker,9.0,4.6,exercise,1.8,11 PM,WhatsApp,3946,Health,Stressed,3,Weekend
2026-01-26,5,anxious_overthinker,7.5,4.0,rest,3.0,11 PM,WhatsApp,1462,Food,Stressed,1,Weekday
2026-01-27,5,anxious_overthinker,6.7,5.3,work,2.1,11 PM,WhatsApp,1507,Entertainment,Neutral,3,Weekday
2026-01-28,5,anxious_overthinker,8.2,4.8,work,2.0,10 PM,WhatsApp,3234,Food,Stressed,1,Weekday
2026-01-29,5,anxious_overthinker,5.6,5.4,work,2.2,11 PM,Chrome,1788,Shopping,Stressed,2,Weekday
2026-01-30,5,anxious_overthinker,6.8,4.6,rest,3.0,9 PM,Instagram,1334,Health,Stressed,2,Weekday
2026-01-31,5,anxious_overthinker,9.9,5.0,exercise,1.1,11 PM,Chrome,2909,Food,Stressed,4,Weekend
2026-02-01,5,anxious_overthinker,7.3,4.3,rest,2.7,11 PM,YouTube,7513,Bills,Stressed,2,Weekend
2026-02-02,5,anxious_overthinker,6.0,4.0,work,2.6,10 PM,Instagram,1363,Health,Stressed,2,Weekday
2026-02-03,5,anxious_overthinker,5.6,5.4,rest,1.5,10 PM,Instagram,1393,Entertainment,Stressed,5,Weekday
2026-02-04,5,anxious_overthinker,6.8,5.7,social,3.3,12 AM,Chrome,1653,Health,Stressed,5,Weekday
2026-02-05,5,anxious_overthinker,8.2,5.0,work,2.6,12 AM,YouTube,1822,Health,Stressed,2,Weekday
2026-02-06,5,anxious_overthinker,8.4,3.6,rest,2.9,10 PM,WhatsApp,1658,Health,Stressed,1,Weekday
2026-02-07,5,anxious_overthinker,9.6,4.8,rest,3.0,12 AM,WhatsApp,3600,Food,Stressed,1,Weekend
2026-02-08,5,anxious_overthinker,8.2,4.9,rest,1.2,11 PM,YouTube,3382,Health,Stressed,1,Weekend
2026-02-09,5,anxious_overthinker,8.4,4.3,social,3.3,12 AM,Chrome,2251,Food,Stressed,1,Weekday
2026-02-10,5,anxious_overthinker,7.9,4.2,work,3.0,11 PM,WhatsApp,1519,Health,Stressed,1,Weekday
2026-02-11,5,anxious_overthinker,8.3,4.5,rest,3.4,9 PM,Instagram,1884,Food,Stressed,3,Weekday
2026-02-12,5,anxious_overthinker,7.2,5.7,exercise,1.2,10 PM,WhatsApp,1285,Food,Stressed,4,Weekday
2026-02-13,5,anxious_overthinker,7.5,5.5,social,1.8,9 PM,Instagram,1073,Shopping,Stressed,3,Weekday
2026-02-14,5,anxious_overthinker,9.3,4.7,exercise,0.9,12 AM,WhatsApp,2552,Food,Stressed,1,Weekend
2026-02-15,5,anxious_overthinker,7.3,4.6,rest,2.5,11 PM,WhatsApp,1339,Entertainment,Stressed,2,Weekend
2026-02-16,5,anxious_overthinker,10.3,4.4,rest,1.2,12 AM,Chrome,1420,Entertainment,Stressed,3,Weekday
2026-02-17,5,anxious_overthinker,10.3,4.2,rest,3.0,12 AM,Chrome,1314,Food,Stressed,3,Weekday
2026-02-18,5,anxious_overthinker,10.0,5.1,rest,2.5,12 AM,WhatsApp,1511,Shopping,Stressed,2,Weekday
2026-02-19,5,anxious_overthinker,10.1,4.4,social,2.3,11 PM,YouTube,1326,Entertainment,Neutral,4,Weekday
2026-02-20,5,anxious_overthinker,10.0,4.4,rest,2.7,12 AM,Chrome,2841,Entertainment,Stressed,3,Weekday
2026-02-21,5,anxious_overthinker,12.9,4.2,social,3.8,12 AM,YouTube,5345,Food,Stressed,3,Weekend
2026-02-22,5,anxious_overthinker,10.5,4.8,social,3.1,12 AM,Instagram,5697,Entertainment,Stressed,3,Weekend
2026-02-23,5,anxious_overthinker,13.3,4.1,rest,1.7,11 PM,WhatsApp,2074,Food,Stressed,1,Weekday
2026-02-24,5,anxious_overthinker,13.2,4.2,rest,2.3,12 AM,YouTube,2481,Shopping,Stressed,3,Weekday
2026-02-25,5,anxious_overthinker,6.7,4.9,exercise,1.4,9 PM,Chrome,1097,Food,Stressed,2,Weekday
2026-02-26,5,anxious_overthinker,5.2,5.0,exercise,0.6,11 PM,WhatsApp,1773,Health,Stressed,5,Weekday
2026-02-27,5,anxious_overthinker,7.5,4.5,rest,1.9,11 PM,WhatsApp,2028,Entertainment,Stressed,2,Weekday
2026-02-28,5,anxious_overthinker,6.9,3.7,rest,1.6,11 PM,WhatsApp,1915,Entertainment,Stressed,1,Weekend
2026-03-01,5,anxious_overthinker,9.6,5.2,rest,2.5,2 AM,YouTube,6604,Bills,Stressed,3,Weekend
2026-03-02,5,anxious_overthinker,5.9,4.2,social,4.1,11 PM,Chrome,902,Food,Neutral,6,Weekday
2026-03-03,5,anxious_overthinker,8.9,3.9,rest,2.8,9 PM,WhatsApp,1173,Food,Stressed,2,Weekday
2026-03-04,5,anxious_overthinker,5.3,5.3,exercise,1.4,9 PM,WhatsApp,1204,Food,Stressed,5,Weekday
2026-03-05,5,anxious_overthinker,5.9,5.1,rest,2.0,12 AM,YouTube,1828,Food,Stressed,5,Weekday
2026-03-06,5,anxious_overthinker,8.0,4.0,rest,2.7,12 AM,Instagram,2017,Shopping,Neutral,4,Weekday
2026-03-07,5,anxious_overthinker,8.5,4.5,rest,1.3,11 PM,WhatsApp,1388,Health,Neutral,3,Weekend
2026-03-08,5,anxious_overthinker,9.0,4.9,rest,3.3,11 PM,YouTube,2569,Food,Stressed,2,Weekend
2026-03-09,5,anxious_overthinker,8.0,4.3,rest,2.5,11 PM,YouTube,1487,Entertainment,Stressed,3,Weekday
2026-03-10,5,anxious_overthinker,1.8,6.5,exercise,1.6,10 PM,WhatsApp,204,Education,Neutral,6,Weekday
2026-03-11,5,anxious_overthinker,2.1,6.6,exercise,0.6,9 PM,Instagram,197,Education,Happy,8,Weekday
2026-03-12,5,anxious_overthinker,3.0,6.8,study,2.6,9 PM,YouTube,248,Food,Happy,9,Weekday
2026-03-13,5,anxious_overthinker,1.5,7.8,exercise,1.3,9 PM,Chrome,265,Education,Neutral,3,Weekday
2026-03-14,5,anxious_overthinker,2.8,7.6,exercise,0.9,10 PM,Chrome,441,Food,Neutral,4,Weekend
2026-03-15,5,anxious_overthinker,3.0,6.8,exercise,1.0,10 PM,WhatsApp,427,Education,Happy,8,Weekend
2026-03-16,5,anxious_overthinker,3.3,7.7,work,6.7,10 PM,YouTube,305,Food,Happy,9,Weekday
2026-03-17,5,anxious_overthinker,2.6,7.7,study,3.3,10 PM,YouTube,159,Education,Happy,7,Weekday
2026-03-18,5,anxious_overthinker,1.7,6.4,work,3.0,9 PM,YouTube,181,Health,Stressed,3,Weekday
2026-03-19,5,anxious_overthinker,5.7,5.9,social,2.5,9 PM,Instagram,916,Food,Stressed,2,Weekday
2026-03-20,5,anxious_overthinker,7.2,5.0,exercise,0.7,11 PM,Chrome,1520,Health,Neutral,6,Weekday
2026-03-21,5,anxious_overthinker,6.8,4.6,rest,1.0,11 PM,WhatsApp,2129,Food,Stressed,1,Weekend
2026-03-22,5,anxious_overthinker,7.7,4.3,work,3.5,12 AM,Instagram,1605,Food,Stressed,2,Weekend
2026-03-23,5,anxious_overthinker,8.5,4.5,rest,1.6,11 PM,Instagram,1409,Entertainment,Stressed,2,Weekday
2026-03-24,5,anxious_overthinker,6.3,4.1,rest,2.0,10 PM,WhatsApp,921,Food,Stressed,1,Weekday
2026-03-25,5,anxious_overthinker,5.1,5.1,social,4.5,12 AM,WhatsApp,781,Food,Stressed,2,Weekday
2026-03-26,5,anxious_overthinker,8.1,3.9,rest,3.0,10 PM,YouTube,1978,Food,Stressed,2,Weekday
2026-03-27,5,anxious_overthinker,5.9,4.8,exercise,1.2,12 AM,YouTube,1044,Entertainment,Happy,4,Weekday
2026-03-28,5,anxious_overthinker,9.8,3.9,rest,2.2,11 PM,WhatsApp,3284,Health,Stressed,1,Weekend
2026-03-29,5,anxious_overthinker,8.3,4.1,social,1.9,12 AM,WhatsApp,1677,Food,Neutral,6,Weekend
2025-10-01,6,recovering_addict,3.0,7.0,exercise,1.5,7 PM,Chrome,1303,Bills,Happy,9,Weekday
2025-10-02,6,recovering_addict,2.5,7.3,work,8.7,7 PM,YouTube,282,Health,Happy,8,Weekday
2025-10-03,6,recovering_addict,1.7,6.4,exercise,1.6,9 PM,WhatsApp,101,Health,Stressed,5,Weekday
2025-10-04,6,recovering_addict,1.8,6.3,exercise,1.0,7 PM,YouTube,185,Health,Neutral,6,Weekend
2025-10-05,6,recovering_addict,1.7,7.2,study,3.1,7 PM,LinkedIn,379,Education,Neutral,4,Weekend
2025-10-06,6,recovering_addict,1.6,7.4,exercise,0.8,7 PM,Chrome,302,Education,Neutral,4,Weekday
2025-10-07,6,recovering_addict,3.4,7.5,exercise,0.8,9 PM,Spotify,444,Education,Happy,8,Weekday
2025-10-08,6,recovering_addict,2.3,7.5,exercise,0.7,8 PM,Spotify,318,Health,Happy,10,Weekday
2025-10-09,6,recovering_addict,3.2,6.3,exercise,1.2,7 PM,Chrome,164,Education,Stressed,5,Weekday
2025-10-10,6,recovering_addict,2.1,6.7,exercise,0.6,7 PM,YouTube,385,Food,Happy,9,Weekday
2025-10-11,6,recovering_addict,3.4,6.7,exercise,1.0,8 PM,Chrome,120,Health,Neutral,3,Weekend
2025-10-12,6,recovering_addict,1.5,7.7,exercise,0.6,7 PM,LinkedIn,279,Education,Neutral,5,Weekend
